t	V	m	X	Y	teta	R	G	Mach	delta	alpha	C_xa	C_ya	AD_K	m_z	_m	n_xa	n_ya
3.4999999999999694	775.3501748266382	165.000000000002	1785.3585790734692	4999.999996821845	-2.0887604367118194e-09	30000.0	10.0	2.4190635544063017	0.0	0.05064824728247914	0.5453118381574042	0.011736596351603708	0.021522724302596087	-0.0008728177998046522	0.2916666666666501	15.665216367627526	0.9999998259274128
3.509999999999969	776.8864077677589	164.900000000002	1793.1120808217356	4999.999996805651	-2.1107771846526563e-09	30000.0	10.0	2.423856543740945	0.0	0.050609173715860635	0.5444424138106159	0.011712623920487546	0.0215130629491364	-0.0008673655442122551	0.2924999999999834	15.668002829131598	0.9999999581262572
3.519999999999969	778.422913967409	164.800000000002	1800.8809448994132	4999.999996789253	-2.1160629141325246e-09	30000.0	10.0	2.4286503856319737	0.0	0.050570100149242125	0.5435728366131197	0.011688671873209008	0.02150341423614634	-0.0008619167342902588	0.2933333333333167	15.670805202496975	0.9999997247483338
3.5299999999999687	779.9596949860072	164.700000000002	1808.6651740390876	4999.999996772781	-2.1507393953135547e-09	30000.0	10.0	2.43344508494784	0.0	0.050531068194515666	0.5427031062802743	0.01166474980660405	0.02149379591090804	-0.000856472077702795	0.2941666666666499	15.673623582264032	0.999999946469917
3.5399999999999685	781.4967523932482	164.600000000002	1816.4647709889475	4999.999996756006	-2.157469881416221e-09	30000.0	10.0	2.4382406465859265	0.0	0.05049203623978918	0.541833221325886	0.01164084808128205	0.0214841903801994	-0.000851030863620908	0.2949999999999832	15.676458147840547	0.999999799572992
3.5499999999999683	783.0340877764149	164.50000000000202	1824.27973851288	4999.999996739146	-2.182620561977448e-09	30000.0	10.0	2.443037075498504	0.0	0.05045304589695475	0.540963181448338	0.011616976269358864	0.0214746154040583	-0.0008455937917448957	0.2958333333333165	15.67930899465559	1.0000001060087689
3.5599999999999685	784.5717027321534	164.40000000000202	1832.110079390644	4999.9999967220565	-2.169344117090417e-09	30000.0	10.0	2.4478343766670414	0.0	0.05041405555412031	0.5400929851479862	0.011593124755809252	0.021465053378970884	-0.000840160159031551	0.2966666666666498	15.682176303024438	1.0000000407871612
3.5699999999999683	786.1095988747867	164.30000000000203	1839.9557964179653	4999.999996705034	-2.1642459799408278e-09	30000.0	10.0	2.4526325551281767	0.0	0.0503751068231779	0.5392226321061385	0.011569303088020172	0.02145552207783244	-0.0008347306572041857	0.2974999999999831	15.685060169276733	1.0000004271369414
3.579999999999968	787.6477778280895	164.20000000000203	1847.8168924067134	4999.999996688022	-2.110961011889257e-09	30000.0	10.0	2.457431615948024	0.0	0.050336158092235496	0.5383521208096004	0.011545501675340731	0.02144600388678332	-0.0008293045910182174	0.29833333333331635	15.687960774647307	1.0000004387931571
3.5899999999999674	789.1862412336034	164.100000000002	1855.693370184994	4999.999996671395	-2.056328839572586e-09	30000.0	10.0	2.4622315642481447	0.0	0.050297209361293074	0.5374814503306056	0.01152172050826917	0.021436498880439768	-0.0008238819625926598	0.29916666666664965	15.690878258602893	1.0000000735985919
3.5999999999999672	790.7249907465523	164.00000000000202	1863.58523259733	4999.999996655167	-2.0471832717002435e-09	30000.0	10.0	2.467032405192776	0.0	0.05025830224224272	0.5366106203246561	0.011497969097085843	0.02142702485114705	-0.0008184634516655037	0.2999999999999829	15.693812718846651	1.0000001567022685
