M	D	A	C_x	C_y	C_xa	C_ya	m_z	C_x_дн
3.66	7.6	20	0.218446337	3.557376253	1.48822284	3.237154785	-2.412668323	0.06885034
3.66	8.4	-10	0.119563045	-1.081658565	0.303858442	-1.045641601	-0.020179116	0.067555645
3.66	8.4	-8.8	0.115991007	-0.898636031	0.255254414	-0.870731538	-0.143811293	0.067452819
3.66	8.4	-7.6	0.112867248	-0.721160686	0.211872458	-0.700488678	-0.258662029	0.067275121
3.66	8.4	-6.4	0.110640048	-0.554779717	0.178934645	-0.539580221	-0.355949882	0.06694768
3.66	8.4	-5.2	0.10912846	-0.399723636	0.155218969	-0.388890129	-0.436364685	0.066245034
3.66	8.4	-4	0.107974678	-0.250329999	0.136114362	-0.243309219	-0.508342962	0.065354786
3.66	8.4	-2.8	0.107672578	-0.114502664	0.12882698	-0.110468426	-0.564514479	0.063879791
3.66	8.4	-1.6	0.108112551	0.019210486	0.125465825	0.020308715	-0.616738447	0.062980028
3.66	8.4	-0.4	0.110036672	0.148695267	0.129957124	0.146958553	-0.661067315	0.063230731
3.66	8.4	0.8	0.111805485	0.281450722	0.140462062	0.276545943	-0.708474979	0.064514268
3.66	8.4	2	0.113496645	0.415841515	0.153973819	0.40760211	-0.757422041	0.066314223
3.66	8.4	3.2	0.11688004	0.563026776	0.179433903	0.550315436	-0.818037111	0.066592773
3.66	8.4	4.4	0.120502985	0.716231643	0.209150196	0.698431041	-0.883862392	0.066703639
3.66	8.4	5.6	0.124605031	0.881475722	0.247378904	0.857351204	-0.960108095	0.066479135
3.66	8.4	6.8	0.129446172	1.063760768	0.296241689	1.03143352	-1.05280479	0.066791709
3.66	8.4	8	0.134656861	1.254566298	0.350421512	1.213096913	-1.153726981	0.067372822
3.66	8.4	9.2	0.140882031	1.466301429	0.422128382	1.411834203	-1.275859404	0.068440873
3.66	8.4	10.4	0.147396608	1.682221182	0.499693047	1.613143729	-1.401319391	0.069337735
3.66	8.4	11.6	0.154489998	1.906510181	0.588973302	1.819597726	-1.533434505	0.069892217
3.66	8.4	12.8	0.162210768	2.135414674	0.689781239	2.026796247	-1.666699865	0.070151062
3.66	8.4	14	0.170245229	2.366626915	0.796353019	2.234367029	-1.800540349	0.070262087
3.66	8.4	15.2	0.179143113	2.603480106	0.920164431	2.440796307	-1.936015919	0.070043373
3.66	8.4	16.4	0.188291333	2.84161526	1.049566824	2.645944058	-2.071583361	0.069802446
3.66	8.4	17.6	0.197940224	3.082314338	1.190151178	2.848528757	-2.207334551	0.069517096
3.66	8.4	18.8	0.208072447	3.325588727	1.341883445	3.047915373	-2.345254819	0.069193323
3.66	8.4	20	0.218446337	3.570150771	1.499189671	3.245702947	-2.484259628	0.06885034
3.66	9.2	-10	0.119563045	-1.072960803	0.303254179	-1.037035527	-0.091770421	0.067555645
3.66	9.2	-8.8	0.115991007	-0.890175549	0.255012709	-0.862353091	-0.215402598	0.067452819
3.66	9.2	-7.6	0.112867248	-0.712779296	0.211993311	-0.692186105	-0.330253334	0.067275121
3.66	9.2	-6.4	0.110640048	-0.546161048	0.179418056	-0.531050022	-0.427541188	0.06694768
3.66	9.2	-5.2	0.10912846	-0.39072145	0.156090661	-0.379999914	-0.50795599	0.066245034
3.66	9.2	-4	0.107974678	-0.240871176	0.137387197	-0.233992795	-0.579934267	0.065354786
3.66	9.2	-2.8	0.107672578	-0.104624488	0.130542162	-0.100786691	-0.636105785	0.063879791
3.66	9.2	-1.6	0.108112551	0.029494669	0.1276348	0.030333725	-0.688329752	0.062980028
3.66	9.2	-0.4	0.110036672	0.159358763	0.132602782	0.157282765	-0.73265862	0.063230731
3.66	9.2	0.8	0.111805485	0.292465179	0.143602356	0.287122383	-0.780066284	0.064514268
3.66	9.2	2	0.113496645	0.427192754	0.157617726	0.41840729	-0.829013346	0.066314223
3.66	9.2	3.2	0.11688004	0.574670056	0.183600509	0.561275453	-0.889628416	0.066592773
3.66	9.2	4.4	0.120502985	0.728151409	0.213843136	0.709520433	-0.955453697	0.066703639
3.66	9.2	5.6	0.124605031	0.893640864	0.252605453	0.868519048	-1.0316994	0.066479135
3.66	9.2	6.8	0.129446172	1.076139106	0.302003526	1.0426279	-1.124396095	0.066791709
3.66	9.2	8	0.134656861	1.26714174	0.356719478	1.22429187	-1.225318286	0.067372822
3.66	9.2	9.2	0.140882031	1.479024405	0.428956498	1.422951387	-1.347450709	0.068440873
3.66	9.2	10.4	0.147396608	1.695074847	0.507046493	1.624157204	-1.472910696	0.069337735
3.66	9.2	11.6	0.154489998	1.919460843	0.596842439	1.830455618	-1.605025809	0.069892217
3.66	9.2	12.8	0.162210768	2.148428216	0.69815086	2.037447718	-1.73829117	0.070151062
3.66	9.2	14	0.170245229	2.379686278	0.80521552	2.244786661	-1.872131653	0.070262087
3.66	9.2	15.2	0.179143113	2.616533815	0.929488895	2.450910386	-2.007607223	0.070043373
3.66	9.2	16.4	0.188291333	2.854646167	1.059340361	2.655729181	-2.143174666	0.069802446
3.66	9.2	17.6	0.197940224	3.095288151	1.200348009	2.857938116	-2.278925856	0.069517096
3.66	9.2	18.8	0.208072447	3.338471403	1.352472935	3.0569051	-2.416846124	0.069193323
3.66	9.2	20	0.218446337	3.582925289	1.510156501	3.254251109	-2.555850933	0.06885034
3.66	10	-10	0.119563045	-1.064263042	0.302649916	-1.028429452	-0.163361726	0.067555645
3.66	10	-8.8	0.115991007	-0.881715066	0.254771004	-0.853974643	-0.286993903	0.067452819
3.66	10	-7.6	0.112867248	-0.704397907	0.212114163	-0.683883533	-0.401844639	0.067275121
3.66	10	-6.4	0.110640048	-0.537542379	0.179901467	-0.522519823	-0.499132493	0.06694768
3.66	10	-5.2	0.10912846	-0.381719263	0.156962354	-0.371109699	-0.579547295	0.066245034
3.66	10	-4	0.107974678	-0.231412352	0.138660033	-0.22467637	-0.651525572	0.065354786
3.66	10	-2.8	0.107672578	-0.094746311	0.132257345	-0.091104956	-0.70769709	0.063879791
3.66	10	-1.6	0.108112551	0.039778852	0.129803774	0.040358735	-0.759921057	0.062980028
3.66	10	-0.4	0.110036672	0.17002226	0.13524844	0.167606976	-0.804249925	0.063230731
3.66	10	0.8	0.111805485	0.303479635	0.14674265	0.297698822	-0.851657589	0.064514268
3.66	10	2	0.113496645	0.438543994	0.161261633	0.42921247	-0.900604651	0.066314223
3.66	10	3.2	0.11688004	0.586313335	0.187767114	0.57223547	-0.961219721	0.066592773
3.66	10	4.4	0.120502985	0.740071174	0.218536076	0.720609825	-1.027045002	0.066703639
3.66	10	5.6	0.124605031	0.905806007	0.257832003	0.879686892	-1.103290706	0.066479135
3.66	10	6.8	0.129446172	1.088517444	0.307765364	1.05382228	-1.1959874	0.066791709
3.66	10	8	0.134656861	1.279717181	0.363017443	1.235486828	-1.29690959	0.067372822
3.66	10	9.2	0.140882031	1.491747382	0.435784613	1.434068572	-1.419042014	0.068440873
3.66	10	10.4	0.147396608	1.707928513	0.514399939	1.635170678	-1.544502001	0.069337735
3.66	10	11.6	0.154489998	1.932411505	0.604711576	1.841313509	-1.676617114	0.069892217
3.66	10	12.8	0.162210768	2.161441758	0.706520481	2.048099188	-1.809882474	0.070151062
3.66	10	14	0.170245229	2.392745642	0.814078021	2.255206292	-1.943722958	0.070262087
3.66	10	15.2	0.179143113	2.629587523	0.938813358	2.461024465	-2.079198528	0.070043373
3.66	10	16.4	0.188291333	2.867677074	1.069113898	2.665514305	-2.214765971	0.069802446
3.66	10	17.6	0.197940224	3.108261965	1.21054484	2.867347475	-2.350517161	0.069517096
3.66	10	18.8	0.208072447	3.35135408	1.363062425	3.065894828	-2.488437429	0.069193323
3.66	10	20	0.218446337	3.595699807	1.521123331	3.262799271	-2.627442238	0.06885034
3.7	-10	-10	0.119563045	-1.409731886	0.420426283	-1.350903578	1.464451042	0.067555645
3.7	-10	-8.8	0.115991007	-1.21851936	0.357720639	-1.171309041	1.340818863	0.067452819
3.7	-10	-7.6	0.112867248	-1.033159553	0.30038929	-0.996430612	1.225968126	0.067275121
3.7	-10	-6.4	0.110640048	-0.859505185	0.253806527	-0.830984403	1.128680275	0.06694768
3.7	-10	-5.2	0.10912846	-0.698156805	0.216730434	-0.676238779	1.048265473	0.066245034
3.7	-10	-4	0.107974678	-0.542961419	0.184407675	-0.526843449	0.976287196	0.065354786
3.7	-10	-2.8	0.107672578	-0.403349389	0.164221052	-0.391476339	0.920115677	0.063879791
3.7	-10	-1.6	0.108112551	-0.266532181	0.148023309	-0.258614965	0.867891708	0.062980028
3.7	-10	-0.4	0.110036672	-0.13530462	0.139803323	-0.130765062	0.823562843	0.063230731
3.7	-10	0.8	0.111805485	-0.002175294	0.137632882	-0.00087377	0.776155178	0.064514268
3.7	-10	2	0.113496645	0.131904913	0.138487214	0.130038217	0.727208114	0.066314223
3.7	-10	3.2	0.11688004	0.276728263	0.151208761	0.271265519	0.666593046	0.066592773
3.7	-10	4.4	0.120502985	0.426892616	0.168114955	0.41745541	0.600767765	0.066703639
3.7	-10	5.6	0.124605031	0.587738975	0.193390442	0.573570478	0.52452206	0.066479135
3.7	-10	6.8	0.129446172	0.764288357	0.229070281	0.743996867	0.431825365	0.066791709
3.7	-10	8	0.134656861	0.94868925	0.269952295	0.921578916	0.330903175	0.067372822
3.7	-10	9.2	0.140882031	1.152054902	0.327892734	1.115020931	0.208770753	0.068440873
3.7	-10	10.4	0.147396608	1.359496978	0.391514523	1.311185626	0.083310767	0.069337735
3.7	-10	11.6	0.154489998	1.575091902	0.466499013	1.512795684	-0.048804348	0.069892217
3.7	-10	12.8	0.162210768	1.796180842	0.552771372	1.716558396	-0.182069709	0.070151062
3.7	-10	14	0.170245229	2.020016789	0.644687666	1.921397437	-0.315910193	0.070262087
3.7	-10	15.2	0.179143113	2.250859923	0.753715738	2.127256349	-0.451385763	0.070043373
3.7	-10	16.4	0.188291333	2.483453595	0.868370711	2.332561232	-0.586953206	0.069802446
3.7	-10	17.6	0.197940224	2.719548341	0.994279484	2.536758057	-0.722704396	0.069517096
3.7	-10	18.8	0.208072447	2.959175713	1.131565431	2.739206985	-0.860624663	0.069193323
3.7	-10	20	0.218446337	3.200569398	1.274539964	2.940781964	-0.99962947	0.06885034
3.7	-9.2	-10	0.119563045	-1.396910553	0.413244734	-1.339838243	1.392859737	0.067555645
3.7	-9.2	-8.8	0.115991007	-1.205845562	0.351069241	-1.160165932	1.269227558	0.067452819
3.7	-9.2	-7.6	0.112867248	-1.020649813	0.294270034	-0.985235847	1.154376821	0.067275121
3.7	-9.2	-6.4	0.110640048	-0.847192548	0.248223399	-0.819790216	1.05708897	0.06694768
3.7	-9.2	-5.2	0.10912846	-0.686073454	0.211681754	-0.665097086	0.976674168	0.066245034
3.7	-9.2	-4	0.107974678	-0.531123446	0.179892604	-0.515780208	0.904695891	0.065354786
3.7	-9.2	-2.8	0.107672578	-0.391803456	0.16022868	-0.380567935	0.848524372	0.063879791
3.7	-9.2	-1.6	0.108112551	-0.255293202	0.144547273	-0.247886032	0.796300404	0.062980028
3.7	-9.2	-0.4	0.110036672	-0.124402424	0.1368309	-0.120264869	0.751971538	0.063230731
3.7	-9.2	0.8	0.111805485	0.008361765	0.135146119	0.009350708	0.704563873	0.064514268
3.7	-9.2	2	0.113496645	0.142062658	0.136477134	0.139963493	0.65561681	0.066314223
3.7	-9.2	3.2	0.11688004	0.286466655	0.149641027	0.280825484	0.595001741	0.066592773
3.7	-9.2	4.4	0.120502985	0.436199227	0.166975833	0.426629765	0.52917646	0.066703639
3.7	-9.2	5.6	0.124605031	0.596588949	0.192652464	0.582318623	0.452930755	0.066479135
3.7	-9.2	6.8	0.129446172	0.772827933	0.228707723	0.75245119	0.36023406	0.066791709
3.7	-9.2	8	0.134656861	0.956991547	0.269952295	0.929805612	0.25931187	0.067372822
3.7	-9.2	9.2	0.140882031	1.160594478	0.328255292	1.123475254	0.137179448	0.068440873
3.7	-9.2	10.4	0.147396608	1.368346952	0.392252501	1.319933771	0.011719462	0.069337735
3.7	-9.2	11.6	0.154489998	1.584398513	0.467638134	1.521970038	-0.120395653	0.069892217
3.7	-9.2	12.8	0.162210768	1.805919234	0.554339106	1.726118361	-0.253661014	0.070151062
3.7	-9.2	14	0.170245229	2.030174534	0.646697746	1.931322713	-0.387501498	0.070262087
3.7	-9.2	15.2	0.179143113	2.261396982	0.756202502	2.137480827	-0.522977068	0.070043373
3.7	-9.2	16.4	0.188291333	2.494355791	0.871343134	2.343061424	-0.658544511	0.069802446
3.7	-9.2	17.6	0.197940224	2.73078732	0.99775552	2.54748699	-0.7942957	0.069517096
3.7	-9.2	18.8	0.208072447	2.970721646	1.135557803	2.750115389	-0.932215968	0.069193323
3.7	-9.2	20	0.218446337	3.212407371	1.279055034	2.951845205	-1.071220775	0.06885034
3.7	-8.4	-10	0.119563045	-1.38408922	0.406063184	-1.328772907	1.321268432	0.067555645
3.7	-8.4	-8.8	0.115991007	-1.193171764	0.344417842	-1.149022823	1.197636253	0.067452819
3.7	-8.4	-7.6	0.112867248	-1.008140073	0.288150778	-0.974041082	1.082785517	0.067275121
3.7	-8.4	-6.4	0.110640048	-0.834879911	0.24264027	-0.808596029	0.985497665	0.06694768
3.7	-8.4	-5.2	0.10912846	-0.673990104	0.206633074	-0.653955393	0.905082863	0.066245034
3.7	-8.4	-4	0.107974678	-0.519285474	0.175377533	-0.504716967	0.833104586	0.065354786
3.7	-8.4	-2.8	0.107672578	-0.380257523	0.156236307	-0.369659531	0.776933067	0.063879791
3.7	-8.4	-1.6	0.108112551	-0.244054223	0.141071237	-0.237157099	0.724709099	0.062980028
3.7	-8.4	-0.4	0.110036672	-0.113500228	0.133858477	-0.109764677	0.680380233	0.063230731
3.7	-8.4	0.8	0.111805485	0.018898824	0.132659355	0.019575186	0.632972568	0.064514268
3.7	-8.4	2	0.113496645	0.152220403	0.134467053	0.149888768	0.584025505	0.066314223
3.7	-8.4	3.2	0.11688004	0.296205047	0.148073294	0.290385449	0.523410436	0.066592773
3.7	-8.4	4.4	0.120502985	0.445505838	0.165836712	0.435804119	0.457585155	0.066703639
3.7	-8.4	5.6	0.124605031	0.605438923	0.191914486	0.591066767	0.381339451	0.066479135
3.7	-8.4	6.8	0.129446172	0.781367509	0.228345165	0.760905514	0.288642756	0.066791709
3.7	-8.4	8	0.134656861	0.965293844	0.269952295	0.938032309	0.187720566	0.067372822
3.7	-8.4	9.2	0.140882031	1.169134054	0.32861785	1.131929578	0.065588144	0.068440873
3.7	-8.4	10.4	0.147396608	1.377196926	0.392990479	1.328681917	-0.059871843	0.069337735
3.7	-8.4	11.6	0.154489998	1.593705125	0.468777255	1.531144393	-0.191986957	0.069892217
3.7	-8.4	12.8	0.162210768	1.815657626	0.555906839	1.735678327	-0.325252319	0.070151062
3.7	-8.4	14	0.170245229	2.040332278	0.648707827	1.941247988	-0.459092803	0.070262087
3.7	-8.4	15.2	0.179143113	2.271934041	0.758689266	2.147705304	-0.594568373	0.070043373
3.7	-8.4	16.4	0.188291333	2.505257987	0.874315557	2.353561617	-0.730135816	0.069802446
3.7	-8.4	17.6	0.197940224	2.742026299	1.001231555	2.558215923	-0.865887005	0.069517096
3.7	-8.4	18.8	0.208072447	2.98226758	1.139550175	2.761023793	-1.003807273	0.069193323
3.7	-8.4	20	0.218446337	3.224245344	1.283570105	2.962908447	-1.14281208	0.06885034
3.7	-7.6	-10	0.119563045	-1.371267887	0.398881635	-1.317707572	1.249677127	0.067555645
3.7	-7.6	-8.8	0.115991007	-1.180497966	0.337766443	-1.137879714	1.126044948	0.067452819
3.7	-7.6	-7.6	0.112867248	-0.995630333	0.282031522	-0.962846316	1.011194212	0.067275121
3.7	-7.6	-6.4	0.110640048	-0.822567274	0.237057142	-0.797401842	0.91390636	0.06694768
3.7	-7.6	-5.2	0.10912846	-0.661906753	0.201584394	-0.6428137	0.833491558	0.066245034
3.7	-7.6	-4	0.107974678	-0.507447501	0.170862462	-0.493653726	0.761513281	0.065354786
3.7	-7.6	-2.8	0.107672578	-0.36871159	0.152243935	-0.358751126	0.705341762	0.063879791
3.7	-7.6	-1.6	0.108112551	-0.232815244	0.137595201	-0.226428166	0.653117794	0.062980028
3.7	-7.6	-0.4	0.110036672	-0.102598032	0.130886054	-0.099264484	0.608788928	0.063230731
3.7	-7.6	0.8	0.111805485	0.029435883	0.130172592	0.029799664	0.561381264	0.064514268
3.7	-7.6	2	0.113496645	0.162378148	0.132456973	0.159814044	0.512434201	0.066314223
3.7	-7.6	3.2	0.11688004	0.305943439	0.14650556	0.299945414	0.451819131	0.066592773
3.7	-7.6	4.4	0.120502985	0.45481245	0.164697591	0.444978474	0.38599385	0.066703639
3.7	-7.6	5.6	0.124605031	0.614288898	0.191176509	0.599814912	0.309748146	0.066479135
3.7	-7.6	6.8	0.129446172	0.789907084	0.227982607	0.769359837	0.217051451	0.066791709
3.7	-7.6	8	0.134656861	0.97359614	0.269952295	0.946259005	0.116129261	0.067372822
3.7	-7.6	9.2	0.140882031	1.177673629	0.328980408	1.140383902	-0.006003161	0.068440873
3.7	-7.6	10.4	0.147396608	1.386046901	0.393728457	1.337430062	-0.131463148	0.069337735
3.7	-7.6	11.6	0.154489998	1.603011736	0.469916377	1.540318748	-0.263578262	0.069892217
3.7	-7.6	12.8	0.162210768	1.825396018	0.557474573	1.745238292	-0.396843623	0.070151062
3.7	-7.6	14	0.170245229	2.050490023	0.650717907	1.951173264	-0.530684108	0.070262087
3.7	-7.6	15.2	0.179143113	2.2824711	0.761176029	2.157929782	-0.666159678	0.070043373
3.7	-7.6	16.4	0.188291333	2.516160183	0.877287981	2.36406181	-0.80172712	0.069802446
3.7	-7.6	17.6	0.197940224	2.753265278	1.004707591	2.568944855	-0.93747831	0.069517096
3.7	-7.6	18.8	0.208072447	2.993813513	1.143542547	2.771932197	-1.075398578	0.069193323
3.7	-7.6	20	0.218446337	3.236083317	1.288085175	2.973971688	-1.214403385	0.06885034
3.7	-6.8	-10	0.119563045	-1.358446554	0.391700085	-1.306642237	1.178085822	0.067555645
3.7	-6.8	-8.8	0.115991007	-1.167824168	0.331115044	-1.126736605	1.054453644	0.067452819
3.7	-6.8	-7.6	0.112867248	-0.983120592	0.275912266	-0.951651551	0.939602907	0.067275121
3.7	-6.8	-6.4	0.110640048	-0.810254638	0.231474013	-0.786207655	0.842315055	0.06694768
3.7	-6.8	-5.2	0.10912846	-0.649823403	0.196535714	-0.631672007	0.761900253	0.066245034
3.7	-6.8	-4	0.107974678	-0.495609528	0.166347391	-0.482590485	0.689921976	0.065354786
3.7	-6.8	-2.8	0.107672578	-0.357165657	0.148251562	-0.347842722	0.633750457	0.063879791
3.7	-6.8	-1.6	0.108112551	-0.221576265	0.134119165	-0.215699233	0.58152649	0.062980028
3.7	-6.8	-0.4	0.110036672	-0.091695836	0.127913631	-0.088764291	0.537197623	0.063230731
3.7	-6.8	0.8	0.111805485	0.039972941	0.127685828	0.040024142	0.489789959	0.064514268
3.7	-6.8	2	0.113496645	0.172535893	0.130446892	0.16973932	0.440842896	0.066314223
3.7	-6.8	3.2	0.11688004	0.315681831	0.144937826	0.309505379	0.380227826	0.066592773
3.7	-6.8	4.4	0.120502985	0.464119061	0.16355847	0.454152829	0.314402545	0.066703639
3.7	-6.8	5.6	0.124605031	0.623138872	0.190438531	0.608563057	0.238156842	0.066479135
3.7	-6.8	6.8	0.129446172	0.79844666	0.227620049	0.77781416	0.145460147	0.066791709
3.7	-6.8	8	0.134656861	0.981898437	0.269952295	0.954485701	0.044537956	0.067372822
3.7	-6.8	9.2	0.140882031	1.186213205	0.329342966	1.148838225	-0.077594466	0.068440873
3.7	-6.8	10.4	0.147396608	1.394896875	0.394466435	1.346178207	-0.203054453	0.069337735
3.7	-6.8	11.6	0.154489998	1.612318347	0.471055498	1.549493103	-0.335169567	0.069892217
3.7	-6.8	12.8	0.162210768	1.83513441	0.559042307	1.754798257	-0.468434928	0.070151062
3.7	-6.8	14	0.170245229	2.060647768	0.652727988	1.96109854	-0.602275413	0.070262087
3.7	-6.8	15.2	0.179143113	2.293008159	0.763662793	2.16815426	-0.737750982	0.070043373
3.7	-6.8	16.4	0.188291333	2.527062379	0.880260404	2.374562002	-0.873318425	0.069802446
3.7	-6.8	17.6	0.197940224	2.764504257	1.008183627	2.579673788	-1.009069614	0.069517096
3.7	-6.8	18.8	0.208072447	3.005359446	1.147534919	2.782840602	-1.146989883	0.069193323
3.7	-6.8	20	0.218446337	3.24792129	1.292600246	2.98503493	-1.28599469	0.06885034
3.7	-6	-10	0.119563045	-1.34562522	0.384518536	-1.295576901	1.106494517	0.067555645
3.7	-6	-8.8	0.115991007	-1.15515037	0.324463646	-1.115593496	0.982862339	0.067452819
3.7	-6	-7.6	0.112867248	-0.970610852	0.26979301	-0.940456786	0.868011603	0.067275121
3.7	-6	-6.4	0.110640048	-0.797942001	0.225890885	-0.775013468	0.77072375	0.06694768
3.7	-6	-5.2	0.10912846	-0.637740053	0.191487034	-0.620530315	0.690308947	0.066245034
3.7	-6	-4	0.107974678	-0.483771556	0.161832321	-0.471527244	0.61833067	0.065354786
3.7	-6	-2.8	0.107672578	-0.345619724	0.14425919	-0.336934318	0.562159152	0.063879791
3.7	-6	-1.6	0.108112551	-0.210337287	0.130643129	-0.2049703	0.509935185	0.062980028
3.7	-6	-0.4	0.110036672	-0.08079364	0.124941208	-0.078264098	0.465606318	0.063230731
3.7	-6	0.8	0.111805485	0.05051	0.125199065	0.05024862	0.418198654	0.064514268
3.7	-6	2	0.113496645	0.182693638	0.128436812	0.179664595	0.369251592	0.066314223
3.7	-6	3.2	0.11688004	0.325420223	0.143370093	0.319065344	0.308636521	0.066592773
3.7	-6	4.4	0.120502985	0.473425672	0.162419348	0.463327183	0.24281124	0.066703639
3.7	-6	5.6	0.124605031	0.631988846	0.189700553	0.617311202	0.166565537	0.066479135
3.7	-6	6.8	0.129446172	0.806986236	0.22725749	0.786268484	0.073868842	0.066791709
3.7	-6	8	0.134656861	0.990200734	0.269952295	0.962712398	-0.027053348	0.067372822
3.7	-6	9.2	0.140882031	1.194752781	0.329705524	1.157292549	-0.149185771	0.068440873
3.7	-6	10.4	0.147396608	1.403746849	0.395204413	1.354926352	-0.274645758	0.069337735
3.7	-6	11.6	0.154489998	1.621624958	0.472194619	1.558667457	-0.406760871	0.069892217
3.7	-6	12.8	0.162210768	1.844872802	0.56061004	1.764358222	-0.540026233	0.070151062
3.7	-6	14	0.170245229	2.070805512	0.654738068	1.971023815	-0.673866718	0.070262087
3.7	-6	15.2	0.179143113	2.303545218	0.766149556	2.178378738	-0.809342287	0.070043373
3.7	-6	16.4	0.188291333	2.537964575	0.883232827	2.385062195	-0.94490973	0.069802446
3.7	-6	17.6	0.197940224	2.775743236	1.011659663	2.59040272	-1.080660919	0.069517096
3.7	-6	18.8	0.208072447	3.016905379	1.151527291	2.793749006	-1.218581187	0.069193323
3.7	-6	20	0.218446337	3.259759263	1.297115316	2.996098171	-1.357585996	0.06885034
3.7	-5.2	-10	0.119563045	-1.332803887	0.377336986	-1.284511566	1.034903212	0.067555645
3.7	-5.2	-8.8	0.115991007	-1.142476572	0.317812247	-1.104450387	0.911271034	0.067452819
3.7	-5.2	-7.6	0.112867248	-0.958101112	0.263673755	-0.929262021	0.796420298	0.067275121
3.7	-5.2	-6.4	0.110640048	-0.785629364	0.220307757	-0.763819281	0.699132445	0.06694768
3.7	-5.2	-5.2	0.10912846	-0.625656702	0.186438354	-0.609388622	0.618717642	0.066245034
3.7	-5.2	-4	0.107974678	-0.471933583	0.15731725	-0.460464003	0.546739365	0.065354786
3.7	-5.2	-2.8	0.107672578	-0.33407379	0.140266818	-0.326025914	0.490567848	0.063879791
3.7	-5.2	-1.6	0.108112551	-0.199098308	0.127167093	-0.194241367	0.43834388	0.062980028
3.7	-5.2	-0.4	0.110036672	-0.069891444	0.121968785	-0.067763905	0.394015013	0.063230731
3.7	-5.2	0.8	0.111805485	0.061047059	0.122712301	0.060473098	0.346607349	0.064514268
3.7	-5.2	2	0.113496645	0.192851383	0.126426731	0.189589871	0.297660287	0.066314223
3.7	-5.2	3.2	0.11688004	0.335158616	0.141802359	0.32862531	0.237045216	0.066592773
3.7	-5.2	4.4	0.120502985	0.482732283	0.161280227	0.472501538	0.171219935	0.066703639
3.7	-5.2	5.6	0.124605031	0.64083882	0.188962575	0.626059346	0.094974232	0.066479135
3.7	-5.2	6.8	0.129446172	0.815525812	0.226894932	0.794722807	0.002277538	0.066791709
3.7	-5.2	8	0.134656861	0.998503031	0.269952295	0.970939094	-0.098644653	0.067372822
3.7	-5.2	9.2	0.140882031	1.203292357	0.330068082	1.165746873	-0.220777076	0.068440873
3.7	-5.2	10.4	0.147396608	1.412596823	0.395942391	1.363674497	-0.346237063	0.069337735
3.7	-5.2	11.6	0.154489998	1.630931569	0.47333374	1.567841812	-0.478352176	0.069892217
3.7	-5.2	12.8	0.162210768	1.854611194	0.562177774	1.773918187	-0.611617537	0.070151062
3.7	-5.2	14	0.170245229	2.080963257	0.656748149	1.980949091	-0.745458023	0.070262087
3.7	-5.2	15.2	0.179143113	2.314082276	0.76863632	2.188603216	-0.880933592	0.070043373
3.7	-5.2	16.4	0.188291333	2.548866771	0.88620525	2.395562388	-1.016501034	0.069802446
3.7	-5.2	17.6	0.197940224	2.786982215	1.015135698	2.601131653	-1.152252223	0.069517096
3.7	-5.2	18.8	0.208072447	3.028451312	1.155519663	2.80465741	-1.290172492	0.069193323
3.7	-5.2	20	0.218446337	3.271597236	1.301630386	3.007161413	-1.429177301	0.06885034
3.7	-4.4	-10	0.119563045	-1.316058222	0.369960831	-1.269237628	0.973030099	0.067555645
3.7	-4.4	-8.8	0.115991007	-1.126069922	0.311162022	-1.089288043	0.849397921	0.067452819
3.7	-4.4	-7.6	0.112867248	-0.942054737	0.257744344	-0.91424595	0.734547184	0.067275121
3.7	-4.4	-6.4	0.110640048	-0.769985784	0.215088924	-0.749018838	0.637259331	0.06694768
3.7	-4.4	-5.2	0.10912846	-0.610456673	0.181912449	-0.594870864	0.556844529	0.066245034
3.7	-4.4	-4	0.107974678	-0.457197482	0.153475446	-0.44626246	0.484866252	0.065354786
3.7	-4.4	-2.8	0.107672578	-0.319859703	0.137071971	-0.312236419	0.428694734	0.063879791
3.7	-4.4	-1.6	0.108112551	-0.185424452	0.124603468	-0.180893867	0.376470767	0.062980028
3.7	-4.4	-0.4	0.110036672	-0.056794259	0.12000491	-0.054918293	0.3321419	0.063230731
3.7	-4.4	0.8	0.111805485	0.073660484	0.121314917	0.072888442	0.284734236	0.064514268
3.7	-4.4	2	0.113496645	0.205027501	0.125579207	0.201610757	0.235787174	0.066314223
3.7	-4.4	3.2	0.11688004	0.347229896	0.141479427	0.340554868	0.175172103	0.066592773
3.7	-4.4	4.4	0.120502985	0.494809778	0.161484014	0.484441246	0.109346821	0.066703639
3.7	-4.4	5.6	0.124605031	0.653144633	0.189697337	0.638212159	0.033101119	0.066479135
3.7	-4.4	6.8	0.129446172	0.828196501	0.228183011	0.807205186	-0.059595576	0.066791709
3.7	-4.4	8	0.134656861	1.011606874	0.27180486	0.98380927	-0.160517766	0.067372822
3.7	-4.4	9.2	0.140882031	1.216904524	0.33252757	1.179047294	-0.28265019	0.068440873
3.7	-4.4	10.4	0.147396608	1.42672012	0.399023488	1.377396133	-0.408110176	0.069337735
3.7	-4.4	11.6	0.154489998	1.645571609	0.477065823	1.581966602	-0.540225289	0.069892217
3.7	-4.4	12.8	0.162210768	1.869729052	0.56658494	1.788381902	-0.673490651	0.070151062
3.7	-4.4	14	0.170245229	2.096539472	0.661842448	1.995719617	-0.807331136	0.070262087
3.7	-4.4	15.2	0.179143113	2.330055452	0.774443183	2.203579581	-0.942806705	0.070043373
